,0
1499,300268.SZ
1500,300269.SZ
1501,300270.SZ
1502,300271.SZ
1503,300272.SZ
1504,300273.SZ
1505,300274.SZ
1506,300275.SZ
1507,300276.SZ
1508,300277.SZ
1509,300278.SZ
1510,300279.SZ
1511,300280.SZ
1512,300281.SZ
1513,300282.SZ
1514,300283.SZ
1515,300284.SZ
1516,300285.SZ
1517,300286.SZ
1518,300287.SZ
1519,300288.SZ
1520,300289.SZ
1521,300290.SZ
1522,300291.SZ
1523,300292.SZ
1524,300293.SZ
1525,300294.SZ
1526,300295.SZ
1527,300296.SZ
1528,300297.SZ
1529,300298.SZ
1530,300299.SZ
1531,300300.SZ
1532,300301.SZ
1533,300302.SZ
1534,300303.SZ
1535,300304.SZ
1536,300305.SZ
1537,300306.SZ
1538,300307.SZ
1539,300308.SZ
1540,300309.SZ
1541,300310.SZ
1542,300311.SZ
1543,300312.SZ
1544,300313.SZ
1545,300314.SZ
1546,300315.SZ
1547,300316.SZ
1548,300317.SZ
1549,300318.SZ
1550,300319.SZ
1551,300320.SZ
1552,300321.SZ
1553,300322.SZ
1554,300323.SZ
1555,300324.SZ
1556,300325.SZ
1557,300326.SZ
1558,300327.SZ
1559,300328.SZ
1560,300329.SZ
1561,300330.SZ
1562,300331.SZ
1563,300332.SZ
1564,300333.SZ
1565,300334.SZ
1566,300335.SZ
1567,300336.SZ
1568,300337.SZ
1569,300338.SZ
1570,300339.SZ
1571,300340.SZ
1572,300341.SZ
1573,300342.SZ
1574,300343.SZ
1575,300344.SZ
1576,300345.SZ
1577,300346.SZ
1578,300347.SZ
1579,300348.SZ
1580,300349.SZ
1581,300350.SZ
1582,300351.SZ
1583,300352.SZ
1584,300353.SZ
1585,300354.SZ
1586,300355.SZ
1587,300356.SZ
1588,300357.SZ
1589,300358.SZ
1590,300359.SZ
1591,300360.SZ
1592,300362.SZ
1593,300363.SZ
1594,300364.SZ
1595,300365.SZ
1596,300366.SZ
1597,300367.SZ
1598,300368.SZ
1599,300369.SZ
1600,300370.SZ
1601,300371.SZ
1602,300372.SZ
1603,300373.SZ
1604,300374.SZ
1605,300375.SZ
1606,300376.SZ
1607,300377.SZ
1608,300378.SZ
1609,300379.SZ
1610,300380.SZ
1611,300381.SZ
1612,300382.SZ
1613,300383.SZ
1614,300384.SZ
1615,300385.SZ
1616,300386.SZ
1617,300387.SZ
1618,300388.SZ
1619,300389.SZ
1620,300390.SZ
1621,300391.SZ
1622,300392.SZ
1623,300393.SZ
1624,300394.SZ
1625,300395.SZ
1626,300396.SZ
1627,300397.SZ
1628,300398.SZ
1629,300399.SZ
1630,300400.SZ
1631,300401.SZ
1632,300402.SZ
1633,300403.SZ
1634,300404.SZ
1635,300405.SZ
1636,300406.SZ
1637,300407.SZ
1638,300408.SZ
1639,300409.SZ
1640,300410.SZ
1641,300411.SZ
1642,300412.SZ
1643,300413.SZ
1644,300414.SZ
1645,300415.SZ
1646,300416.SZ
1647,300417.SZ
1648,300418.SZ
1649,300419.SZ
1650,300420.SZ
1651,300421.SZ
1652,300422.SZ
1653,300423.SZ
1654,300424.SZ
1655,300425.SZ
1656,300426.SZ
1657,300427.SZ
1658,300428.SZ
1659,300429.SZ
1660,300430.SZ
1661,300431.SZ
1662,300432.SZ
1663,300433.SZ
1664,300434.SZ
1665,300435.SZ
1666,300436.SZ
1667,300437.SZ
1668,300438.SZ
1669,300439.SZ
1670,300440.SZ
1671,300441.SZ
1672,300442.SZ
1673,300443.SZ
1674,300444.SZ
1675,300445.SZ
1676,300446.SZ
1677,300447.SZ
1678,300448.SZ
1679,300449.SZ
1680,300450.SZ
1681,300451.SZ
1682,300452.SZ
1683,300453.SZ
1684,300455.SZ
1685,300456.SZ
1686,300457.SZ
1687,300458.SZ
1688,300459.SZ
1689,300460.SZ
1690,300461.SZ
1691,300462.SZ
1692,300463.SZ
1693,300464.SZ
1694,300465.SZ
1695,300466.SZ
1696,300467.SZ
1697,300468.SZ
1698,300469.SZ
1699,300470.SZ
1700,300471.SZ
1701,300472.SZ
1702,300473.SZ
1703,300475.SZ
1704,300476.SZ
1705,300477.SZ
1706,300478.SZ
1707,300479.SZ
1708,300480.SZ
1709,300481.SZ
1710,300482.SZ
1711,300483.SZ
1712,300485.SZ
1713,300486.SZ
1714,300487.SZ
1715,300488.SZ
1716,300489.SZ
1717,300498.SZ
1718,600000.SH
1719,600004.SH
1720,600005.SH
1721,600006.SH
1722,600007.SH
1723,600008.SH
1724,600009.SH
1725,600010.SH
1726,600011.SH
1727,600012.SH
1728,600015.SH
1729,600016.SH
1730,600017.SH
1731,600018.SH
1732,600019.SH
1733,600020.SH
1734,600021.SH
1735,600022.SH
1736,600023.SH
1737,600026.SH
1738,600027.SH
1739,600028.SH
1740,600029.SH
1741,600030.SH
1742,600031.SH
1743,600033.SH
1744,600035.SH
1745,600036.SH
1746,600037.SH
1747,600038.SH
1748,600039.SH
1749,600048.SH
1750,600050.SH
1751,600051.SH
1752,600052.SH
1753,600053.SH
1754,600054.SH
1755,600055.SH
1756,600056.SH
1757,600057.SH
1758,600058.SH
1759,600059.SH
1760,600060.SH
1761,600061.SH
1762,600062.SH
1763,600063.SH
1764,600064.SH
1765,600066.SH
1766,600067.SH
1767,600068.SH
1768,600069.SH
1769,600070.SH
1770,600071.SH
1771,600072.SH
1772,600073.SH
1773,600074.SH
1774,600075.SH
1775,600076.SH
1776,600077.SH
1777,600078.SH
1778,600079.SH
1779,600080.SH
1780,600081.SH
1781,600082.SH
1782,600083.SH
1783,600084.SH
1784,600085.SH
1785,600086.SH
1786,600088.SH
1787,600089.SH
1788,600090.SH
1789,600091.SH
1790,600093.SH
1791,600094.SH
1792,600095.SH
1793,600096.SH
1794,600097.SH
1795,600098.SH
1796,600099.SH
1797,600100.SH
1798,600101.SH
1799,600103.SH
1800,600104.SH
1801,600105.SH
1802,600106.SH
1803,600107.SH
1804,600108.SH
1805,600109.SH
1806,600110.SH
1807,600111.SH
1808,600112.SH
1809,600113.SH
1810,600114.SH
1811,600115.SH
1812,600116.SH
1813,600117.SH
1814,600118.SH
1815,600119.SH
1816,600120.SH
1817,600121.SH
1818,600122.SH
1819,600123.SH
1820,600125.SH
1821,600126.SH
1822,600127.SH
1823,600128.SH
1824,600129.SH
1825,600130.SH
1826,600131.SH
1827,600132.SH
1828,600133.SH
1829,600135.SH
1830,600136.SH
1831,600137.SH
1832,600138.SH
1833,600139.SH
1834,600141.SH
1835,600143.SH
1836,600145.SH
1837,600146.SH
1838,600148.SH
1839,600149.SH
1840,600150.SH
1841,600151.SH
1842,600152.SH
1843,600153.SH
1844,600155.SH
1845,600156.SH
1846,600157.SH
1847,600158.SH
1848,600159.SH
1849,600160.SH
1850,600161.SH
1851,600162.SH
1852,600163.SH
1853,600165.SH
1854,600166.SH
1855,600167.SH
1856,600168.SH
1857,600169.SH
1858,600170.SH
1859,600171.SH
1860,600172.SH
1861,600173.SH
1862,600175.SH
1863,600176.SH
1864,600177.SH
1865,600178.SH
1866,600179.SH
1867,600180.SH
1868,600182.SH
1869,600183.SH
1870,600184.SH
1871,600185.SH
1872,600186.SH
1873,600187.SH
1874,600188.SH
1875,600189.SH
1876,600190.SH
1877,600191.SH
1878,600192.SH
1879,600193.SH
1880,600195.SH
1881,600196.SH
1882,600197.SH
1883,600198.SH
1884,600199.SH
1885,600200.SH
1886,600201.SH
1887,600202.SH
1888,600203.SH
1889,600206.SH
1890,600207.SH
1891,600208.SH
1892,600209.SH
1893,600210.SH
1894,600211.SH
1895,600212.SH
1896,600213.SH
1897,600215.SH
1898,600216.SH
1899,600217.SH
1900,600218.SH
1901,600219.SH
1902,600220.SH
1903,600221.SH
1904,600222.SH
1905,600223.SH
1906,600225.SH
1907,600226.SH
1908,600227.SH
1909,600228.SH
1910,600229.SH
1911,600230.SH
1912,600231.SH
1913,600232.SH
1914,600233.SH
1915,600234.SH
1916,600235.SH
1917,600236.SH
1918,600237.SH
1919,600238.SH
1920,600239.SH
1921,600240.SH
1922,600241.SH
1923,600242.SH
1924,600243.SH
1925,600246.SH
1926,600247.SH
1927,600248.SH
1928,600249.SH
1929,600250.SH
1930,600251.SH
1931,600252.SH
1932,600255.SH
1933,600256.SH
1934,600257.SH
1935,600258.SH
1936,600259.SH
1937,600260.SH
1938,600261.SH
1939,600262.SH
1940,600265.SH
1941,600266.SH
1942,600267.SH
1943,600268.SH
1944,600269.SH
1945,600270.SH
1946,600271.SH
1947,600272.SH
1948,600273.SH
1949,600275.SH
1950,600276.SH
1951,600277.SH
1952,600278.SH
1953,600279.SH
1954,600280.SH
1955,600281.SH
1956,600282.SH
1957,600283.SH
1958,600284.SH
1959,600285.SH
1960,600287.SH
1961,600288.SH
1962,600289.SH
1963,600290.SH
1964,600291.SH
1965,600292.SH
1966,600293.SH
1967,600295.SH
1968,600297.SH
1969,600298.SH
1970,600299.SH
1971,600300.SH
1972,600301.SH
1973,600302.SH
1974,600303.SH
1975,600305.SH
1976,600306.SH
1977,600307.SH
1978,600308.SH
1979,600309.SH
1980,600310.SH
1981,600311.SH
1982,600312.SH
1983,600313.SH
1984,600315.SH
1985,600316.SH
1986,600317.SH
1987,600318.SH
1988,600319.SH
1989,600320.SH
1990,600321.SH
1991,600322.SH
1992,600323.SH
1993,600325.SH
1994,600326.SH
1995,600327.SH
1996,600328.SH
1997,600329.SH
1998,600330.SH
1999,600331.SH
2000,600332.SH
2001,600333.SH
2002,600335.SH
2003,600336.SH
2004,600337.SH
2005,600338.SH
2006,600339.SH
2007,600340.SH
2008,600343.SH
2009,600345.SH
2010,600346.SH
2011,600348.SH
2012,600350.SH
2013,600351.SH
2014,600352.SH
2015,600353.SH
2016,600354.SH
2017,600355.SH
2018,600356.SH
2019,600358.SH
2020,600359.SH
2021,600360.SH
2022,600361.SH
2023,600362.SH
2024,600363.SH
2025,600365.SH
2026,600366.SH
2027,600367.SH
2028,600368.SH
2029,600369.SH
2030,600370.SH
2031,600371.SH
2032,600372.SH
2033,600373.SH
2034,600375.SH
2035,600376.SH
2036,600377.SH
2037,600378.SH
2038,600379.SH
2039,600380.SH
2040,600381.SH
2041,600382.SH
2042,600383.SH
2043,600385.SH
2044,600386.SH
2045,600387.SH
2046,600388.SH
2047,600389.SH
2048,600390.SH
2049,600391.SH
2050,600392.SH
2051,600393.SH
2052,600395.SH
2053,600396.SH
2054,600397.SH
2055,600398.SH
2056,600399.SH
2057,600400.SH
2058,600401.SH
2059,600403.SH
2060,600405.SH
2061,600406.SH
2062,600408.SH
2063,600409.SH
2064,600410.SH
2065,600415.SH
2066,600416.SH
2067,600418.SH
2068,600419.SH
2069,600420.SH
2070,600421.SH
2071,600422.SH
2072,600423.SH
2073,600425.SH
2074,600426.SH
2075,600428.SH
2076,600429.SH
2077,600432.SH
2078,600433.SH
2079,600435.SH
2080,600436.SH
2081,600438.SH
2082,600439.SH
2083,600444.SH
2084,600446.SH
2085,600448.SH
2086,600449.SH
2087,600452.SH
2088,600455.SH
2089,600456.SH
2090,600458.SH
2091,600459.SH
2092,600460.SH
2093,600461.SH
2094,600462.SH
2095,600463.SH
2096,600466.SH
2097,600467.SH
2098,600468.SH
2099,600469.SH
2100,600470.SH
2101,600475.SH
2102,600476.SH
2103,600477.SH
2104,600478.SH
2105,600479.SH
2106,600480.SH
2107,600481.SH
2108,600482.SH
2109,600483.SH
2110,600485.SH
2111,600486.SH
2112,600487.SH
2113,600488.SH
2114,600489.SH
2115,600490.SH
2116,600491.SH
2117,600493.SH
2118,600495.SH
2119,600496.SH
2120,600497.SH
2121,600498.SH
2122,600499.SH
2123,600500.SH
2124,600501.SH
2125,600502.SH
2126,600503.SH
2127,600505.SH
2128,600506.SH
2129,600507.SH
2130,600508.SH
2131,600509.SH
2132,600510.SH
2133,600511.SH
2134,600512.SH
2135,600513.SH
2136,600515.SH
2137,600516.SH
2138,600517.SH
2139,600518.SH
2140,600519.SH
2141,600520.SH
2142,600521.SH
2143,600522.SH
2144,600523.SH
2145,600525.SH
2146,600526.SH
2147,600527.SH
2148,600528.SH
2149,600529.SH
2150,600530.SH
2151,600531.SH
2152,600532.SH
2153,600533.SH
2154,600535.SH
2155,600536.SH
2156,600537.SH
2157,600538.SH
2158,600539.SH
2159,600540.SH
2160,600543.SH
2161,600545.SH
2162,600546.SH
2163,600547.SH
2164,600548.SH
2165,600549.SH
2166,600550.SH
2167,600551.SH
2168,600552.SH
2169,600555.SH
2170,600556.SH
2171,600557.SH
2172,600558.SH
2173,600559.SH
2174,600560.SH
2175,600561.SH
2176,600562.SH
2177,600563.SH
2178,600565.SH
2179,600566.SH
2180,600567.SH
2181,600568.SH
2182,600569.SH
2183,600570.SH
2184,600571.SH
2185,600572.SH
2186,600573.SH
2187,600575.SH
2188,600576.SH
2189,600577.SH
2190,600578.SH
2191,600579.SH
2192,600580.SH
2193,600581.SH
2194,600582.SH
2195,600583.SH
2196,600584.SH
2197,600585.SH
2198,600586.SH
2199,600587.SH
2200,600588.SH
2201,600589.SH
2202,600590.SH
2203,600592.SH
2204,600593.SH
2205,600594.SH
2206,600595.SH
2207,600596.SH
2208,600597.SH
2209,600598.SH
2210,600599.SH
2211,600600.SH
2212,600601.SH
2213,600602.SH
2214,600603.SH
2215,600604.SH
2216,600605.SH
2217,600606.SH
2218,600608.SH
2219,600609.SH
2220,600610.SH
2221,600611.SH
2222,600612.SH
2223,600613.SH
2224,600614.SH
2225,600615.SH
2226,600616.SH
2227,600617.SH
2228,600618.SH
2229,600619.SH
2230,600620.SH
2231,600621.SH
2232,600622.SH
2233,600623.SH
2234,600624.SH
2235,600626.SH
2236,600628.SH
2237,600629.SH
2238,600630.SH
2239,600633.SH
2240,600634.SH
2241,600635.SH
2242,600636.SH
2243,600637.SH
2244,600638.SH
2245,600639.SH
2246,600640.SH
2247,600641.SH
2248,600642.SH
2249,600643.SH
2250,600644.SH
2251,600645.SH
2252,600647.SH
2253,600648.SH
2254,600649.SH
2255,600650.SH
2256,600651.SH
2257,600652.SH
2258,600653.SH
2259,600654.SH
2260,600655.SH
2261,600656.SH
2262,600657.SH
2263,600658.SH
2264,600660.SH
2265,600661.SH
2266,600662.SH
2267,600663.SH
2268,600664.SH
2269,600665.SH
2270,600666.SH
2271,600667.SH
2272,600668.SH
2273,600671.SH
2274,600673.SH
2275,600674.SH
2276,600675.SH
2277,600676.SH
2278,600677.SH
2279,600678.SH
2280,600679.SH
2281,600680.SH
2282,600681.SH
2283,600682.SH
2284,600683.SH
2285,600684.SH
2286,600685.SH
2287,600686.SH
2288,600687.SH
2289,600688.SH
2290,600689.SH
2291,600690.SH
2292,600691.SH
2293,600692.SH
2294,600693.SH
2295,600694.SH
2296,600695.SH
2297,600696.SH
2298,600697.SH
2299,600698.SH
2300,600699.SH
2301,600701.SH
2302,600702.SH
2303,600703.SH
2304,600704.SH
2305,600705.SH
2306,600706.SH
2307,600707.SH
2308,600708.SH
2309,600710.SH
2310,600711.SH
2311,600712.SH
2312,600713.SH
2313,600714.SH
2314,600715.SH
2315,600716.SH
2316,600717.SH
2317,600718.SH
2318,600719.SH
2319,600720.SH
2320,600721.SH
2321,600722.SH
2322,600723.SH
2323,600724.SH
2324,600725.SH
2325,600726.SH
2326,600727.SH
2327,600728.SH
2328,600729.SH
2329,600730.SH
2330,600731.SH
2331,600732.SH
2332,600733.SH
2333,600734.SH
2334,600735.SH
2335,600736.SH
2336,600737.SH
2337,600738.SH
2338,600739.SH
2339,600740.SH
2340,600741.SH
2341,600742.SH
2342,600743.SH
2343,600744.SH
2344,600745.SH
2345,600746.SH
2346,600747.SH
2347,600748.SH
2348,600749.SH
2349,600750.SH
2350,600751.SH
2351,600753.SH
2352,600754.SH
2353,600755.SH
2354,600756.SH
2355,600757.SH
2356,600758.SH
2357,600759.SH
2358,600760.SH
2359,600761.SH
2360,600763.SH
2361,600764.SH
2362,600765.SH
2363,600766.SH
2364,600767.SH
2365,600768.SH
2366,600769.SH
2367,600770.SH
2368,600771.SH
2369,600773.SH
2370,600774.SH
2371,600775.SH
2372,600776.SH
2373,600777.SH
2374,600778.SH
2375,600779.SH
2376,600780.SH
2377,600781.SH
2378,600782.SH
2379,600783.SH
2380,600784.SH
2381,600785.SH
2382,600787.SH
2383,600789.SH
2384,600790.SH
2385,600791.SH
2386,600792.SH
2387,600793.SH
2388,600794.SH
2389,600795.SH
2390,600796.SH
2391,600797.SH
2392,600798.SH
2393,600800.SH
2394,600801.SH
2395,600802.SH
2396,600803.SH
2397,600804.SH
2398,600805.SH
2399,600806.SH
2400,600807.SH
2401,600808.SH
2402,600809.SH
2403,600810.SH
2404,600811.SH
2405,600812.SH
2406,600814.SH
2407,600815.SH
2408,600816.SH
2409,600817.SH
2410,600818.SH
2411,600819.SH
2412,600820.SH
2413,600821.SH
2414,600822.SH
2415,600823.SH
2416,600824.SH
2417,600825.SH
2418,600826.SH
2419,600827.SH
2420,600828.SH
2421,600829.SH
2422,600830.SH
2423,600831.SH
2424,600833.SH
2425,600834.SH
2426,600835.SH
2427,600836.SH
2428,600837.SH
2429,600838.SH
2430,600839.SH
2431,600841.SH
2432,600843.SH
2433,600844.SH
2434,600845.SH
2435,600846.SH
2436,600847.SH
2437,600848.SH
2438,600850.SH
2439,600851.SH
2440,600853.SH
2441,600854.SH
2442,600855.SH
2443,600856.SH
2444,600857.SH
2445,600858.SH
2446,600859.SH
2447,600860.SH
2448,600861.SH
2449,600862.SH
2450,600863.SH
2451,600864.SH
2452,600865.SH
2453,600866.SH
2454,600867.SH
2455,600868.SH
2456,600869.SH
2457,600870.SH
2458,600871.SH
2459,600872.SH
2460,600873.SH
2461,600874.SH
2462,600875.SH
2463,600876.SH
2464,600877.SH
2465,600879.SH
2466,600880.SH
2467,600881.SH
2468,600882.SH
2469,600883.SH
2470,600884.SH
2471,600885.SH
2472,600886.SH
2473,600887.SH
2474,600888.SH
2475,600889.SH
2476,600890.SH
2477,600891.SH
2478,600892.SH
2479,600893.SH
2480,600894.SH
2481,600895.SH
2482,600896.SH
2483,600897.SH
2484,600898.SH
2485,600900.SH
2486,600917.SH
2487,600958.SH
2488,600959.SH
2489,600960.SH
2490,600961.SH
2491,600962.SH
2492,600963.SH
2493,600965.SH
2494,600966.SH
2495,600967.SH
2496,600969.SH
2497,600970.SH
2498,600971.SH
2499,600973.SH
2500,600975.SH
2501,600976.SH
2502,600978.SH
2503,600979.SH
2504,600980.SH
2505,600981.SH
2506,600982.SH
2507,600983.SH
2508,600984.SH
2509,600985.SH
2510,600986.SH
2511,600987.SH
2512,600988.SH
2513,600990.SH
2514,600992.SH
2515,600993.SH
2516,600995.SH
2517,600997.SH
2518,600998.SH
2519,600999.SH
2520,601000.SH
2521,601001.SH
2522,601002.SH
2523,601003.SH
2524,601005.SH
2525,601006.SH
2526,601007.SH
2527,601008.SH
2528,601009.SH
2529,601010.SH
2530,601011.SH
2531,601012.SH
2532,601015.SH
2533,601016.SH
2534,601018.SH
2535,601021.SH
2536,601028.SH
2537,601038.SH
2538,601058.SH
2539,601069.SH
2540,601088.SH
2541,601098.SH
2542,601099.SH
2543,601100.SH
2544,601101.SH
2545,601106.SH
2546,601107.SH
2547,601111.SH
2548,601113.SH
2549,601116.SH
2550,601117.SH
2551,601118.SH
2552,601126.SH
2553,601137.SH
2554,601139.SH
2555,601158.SH
2556,601166.SH
2557,601168.SH
2558,601169.SH
2559,601177.SH
2560,601179.SH
2561,601186.SH
2562,601188.SH
2563,601198.SH
2564,601199.SH
2565,601208.SH
2566,601211.SH
2567,601216.SH
2568,601218.SH
2569,601222.SH
2570,601225.SH
2571,601226.SH
2572,601231.SH
2573,601233.SH
2574,601238.SH
2575,601258.SH
2576,601288.SH
2577,601311.SH
2578,601313.SH
2579,601318.SH
2580,601328.SH
2581,601333.SH
2582,601336.SH
2583,601339.SH
2584,601368.SH
2585,601369.SH
2586,601377.SH
2587,601388.SH
2588,601390.SH
2589,601398.SH
2590,601515.SH
2591,601518.SH
2592,601519.SH
2593,601555.SH
2594,601558.SH
2595,601566.SH
2596,601567.SH
2597,601579.SH
2598,601588.SH
2599,601599.SH
2600,601600.SH
2601,601601.SH
2602,601607.SH
2603,601608.SH
2604,601616.SH
2605,601618.SH
2606,601628.SH
2607,601633.SH
2608,601636.SH
2609,601666.SH
2610,601668.SH
2611,601669.SH
2612,601677.SH
2613,601678.SH
2614,601688.SH
2615,601689.SH
2616,601699.SH
2617,601700.SH
2618,601717.SH
2619,601718.SH
2620,601727.SH
2621,601766.SH
2622,601777.SH
2623,601788.SH
2624,601789.SH
2625,601798.SH
2626,601799.SH
2627,601800.SH
2628,601801.SH
2629,601808.SH
2630,601818.SH
2631,601857.SH
2632,601866.SH
2633,601872.SH
2634,601877.SH
2635,601880.SH
2636,601886.SH
2637,601888.SH
2638,601890.SH
2639,601898.SH
2640,601899.SH
2641,601901.SH
2642,601908.SH
2643,601918.SH
2644,601919.SH
2645,601928.SH
2646,601929.SH
2647,601933.SH
2648,601939.SH
2649,601958.SH
2650,601965.SH
2651,601968.SH
2652,601969.SH
2653,601985.SH
2654,601988.SH
2655,601989.SH
2656,601991.SH
2657,601992.SH
2658,601996.SH
2659,601998.SH
2660,601999.SH
2661,603000.SH
2662,603001.SH
2663,603002.SH
2664,603003.SH
2665,603005.SH
2666,603006.SH
2667,603008.SH
2668,603009.SH
2669,603010.SH
2670,603011.SH
2671,603012.SH
2672,603015.SH
2673,603017.SH
2674,603018.SH
2675,603019.SH
2676,603020.SH
2677,603021.SH
2678,603022.SH
2679,603023.SH
2680,603025.SH
2681,603026.SH
2682,603030.SH
2683,603066.SH
2684,603077.SH
2685,603085.SH
2686,603088.SH
2687,603099.SH
2688,603100.SH
2689,603108.SH
2690,603111.SH
2691,603116.SH
2692,603117.SH
2693,603118.SH
2694,603123.SH
2695,603126.SH
2696,603128.SH
2697,603158.SH
2698,603166.SH
2699,603167.SH
2700,603168.SH
2701,603169.SH
2702,603188.SH
2703,603198.SH
2704,603199.SH
2705,603222.SH
2706,603223.SH
2707,603227.SH
2708,603268.SH
2709,603288.SH
2710,603300.SH
2711,603306.SH
2712,603308.SH
2713,603309.SH
2714,603311.SH
2715,603315.SH
2716,603318.SH
2717,603328.SH
2718,603333.SH
2719,603338.SH
2720,603355.SH
2721,603366.SH
2722,603368.SH
2723,603369.SH
2724,603399.SH
2725,603456.SH
2726,603518.SH
2727,603519.SH
2728,603555.SH
2729,603558.SH
2730,603566.SH
2731,603567.SH
2732,603568.SH
2733,603588.SH
2734,603589.SH
2735,603598.SH
2736,603599.SH
2737,603600.SH
2738,603601.SH
2739,603606.SH
2740,603609.SH
2741,603611.SH
2742,603616.SH
2743,603618.SH
2744,603636.SH
2745,603669.SH
2746,603678.SH
2747,603686.SH
2748,603688.SH
2749,603698.SH
2750,603699.SH
2751,603703.SH
2752,603718.SH
2753,603729.SH
2754,603766.SH
2755,603788.SH
2756,603789.SH
2757,603799.SH
2758,603806.SH
2759,603808.SH
2760,603818.SH
2761,603828.SH
2762,603838.SH
2763,603869.SH
2764,603883.SH
2765,603885.SH
2766,603889.SH
2767,603898.SH
2768,603899.SH
2769,603901.SH
2770,603918.SH
2771,603939.SH
2772,603968.SH
2773,603969.SH
2774,603979.SH
2775,603988.SH
2776,603989.SH
2777,603993.SH
2778,603997.SH
2779,603998.SH
